commebola,Unnamed: 0,X,hh_gps.latitude,hh_gps.longitude,marketclean,marketcomsum,marketmatch,hh_gps.altitude,hhnum,comm_dist_oth,drink_wat,water_time,toilet,floor,treat_time,birth_main,birth_loc,birth_time,comm_health,ch_or3_num,ch_or3_time,floor_oth,ch_or1_time,ch_or4_time,ch_or2_num,ch_or2_time,mark_other,finalend,drought,fire,distnone,othdist,clinunsp,trad,lgmoh,RedCross,cHWComm,WorkOth,fruit,wednesday,thursday,friday,saturday,whmatch,relclean,instanceName,deviceId,namevillage.1.altvillage,loc_adm1,loc_adm2,URBAN_OR_RURAL,OTHER_DETAILS,treat_mult,birth_mult,marktype,markday,border_crossing_type,border_crossing_name,border_crossing_dest,epidemic_specifics,treat_loc_specify,birmatron,loc_adm3,loc_adm4,District,Secteur_Rural,name_village,name_part_village,QUARTIER_OU_DISTRICT,alts_secteur_rurale.0.alt_secteur_rurale,names_part_village.4.alt_part_village,alt_secteur_urbain,date,alts_village.0.altvillage.1,alts_village.2.altvillage.1,constituency,gsm_service,birhome,instanceId,namevill,name_village
0,1893,1893,9.030591667000001,-10.564335,Temessadou,0,999995,528.1,3,Dysenterie,8,10,10,1,600,14,2,20,3 4,1,1,,999995,999995,999995,999995,Condiment,5/13/2016 16:13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,,Yendiobengou,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070233844,999995,guinee_forestiere,nzerekore,2,,95,95,3 97,6,2,Meli,Kondeva koro,Rougeole,Yomadou,0,gueckedou,kassadou,Temessadou Doukono,Yendiobengou,Yendiobengou paadou,995,,,,,5/13/2016,999995,999995,999995,999995,999995,uuid:84958bf9-c29a-4f0b-8961-296fd3bac80d,Yendiobengou paadou,Yendiobengou paadou
0,4367,4366,8.31419,-10.181755,Foya Market,0,uuid:f7233a75-709c-4986-9919-e13c8f08dca1,561.1,30,,5,30,3,1,120,1,2,150,1 3 95,4,2,,3,999999,999999,999999,,2016-05-02 17:54:19,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,999999,Menyen,Liberia_Community_Survey_v18,imei:357835070228968,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:aa0dfa09-482b-4f63-9cef-f308f3c47830,KIMBALOE Community,999995
1,6303,6302,8.976955,-12.9363866667,Bamoi Luma,0,999995,35.6,102,,8,60,2,1,120,5,2,120,1 2,999995,999995,,3,999995,52,3,,2016-07-18 12:57:58,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,uuid:de0e78cd-31ab-46a8-92d2-21adde5df705,Gbainkfay,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070439326,,kambia,magbema,2,No,10 11,5,1 2 3 4 5,1 2 3 4 5 6,999995,,,,Rokupr,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Sub section,Old,37,1,0,uuid:7c4a7f7e-0222-4ffa-b7c0-d065db31e4b9,Gbainkfay,999995
0,4105,4104,8.0116666667,-9.5935283333,Konia Market,0,uuid:dfe2bbd3-a02f-46d8-b097-db438218a091,468.9,23,,8,10,6,1,210,5,2,210,1,999999,999999,,2,999999,999999,999999,,2016-03-23 13:36:36,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,uuid:dfe2bbd3-a02f-46d8-b097-db438218a091,John wolobah,Liberia_Community_Survey_v18,imei:357835070231269,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:7b1698f9-e084-4849-89a9-0d1fc8e03389,Tennebu village,999995
0,5953,5952,8.593575,-10.640003333300001,Kokongokuma,0,999995,326.1,300,,2,25,6,1,25,5,1,5,1,999995,999995,,1,999995,999995,999995,,2016-06-11 12:46:47,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,uuid:b4d142d9-1d6a-4b8c-9402-9a9b90286f2a,Fuero,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070233067,,kono,soa,2,Non,5,5,3 5,6,999995,,,,,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Town,Old,Kono North East 1,2,0,uuid:b4d142d9-1d6a-4b8c-9402-9a9b90286f2a,Fuero,999995
0,1072,1072,8.553298332999999,-9.998835,Tekoulo,0,uuid:ba1c4dbf-9578-43a9-8999-100dd665ddda,492.7,30,,11,30,10,3,6,13,999995,999995,95,999995,999995,,999995,999995,999995,999995,,5/24/2016 18:15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,999995,Gbelewa,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070224587,999995,guinee_forestiere,nzerekore,2,Sur la route de kieseneye,10,,1 2 3 4 5,5,999995,,,,,0,gueckedou,tekoulo,Tekoulo centre,Ledouboulo,995,Yekilo,,,,,5/24/2016,999995,999995,999995,999995,999995,uuid:6d4b0ed1-4da5-4583-8b2d-d0a997d69fd4,Ledouboulo,995
0,719,719,8.507926667000001,-10.34262667,Nongoa,0,uuid:0feb3800-a4f3-4711-bf7b-d0b3770c32e6,408.7,5,,8,60,10,97,120,5,1,5,99,999995,999995,En brouse,999995,999995,999995,999995,,5/3/2016 15:35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,uuid:123f629a-0070-4d35-bf91-8e6c1678351d,Bambolo,Guinee_Sondage_Communautaire_V1-4-3,imei:357835070230121,999995,guinee_forestiere,nzerekore,2,Traverse le pont de nongoa  pur suivre la route de ouénde kénéma,5 15,5 15,,2,1,Debacadeur,Yeka,,999995,0,gueckedou,nongoa,Kolian,Yomadou,Sandia,,,,,999995,5/3/2016,999995,999995,999995,999995,999995,uuid:123f629a-0070-4d35-bf91-8e6c1678351d,Sandia,Sandia
0,2365,2365,9.360373333,-13.09237833,Forecariah,43,uuid:7a733241-1206-4d9c-88df-0a6d58647e98,49.8,3,,3,30,3,1,1,5,2,1,3 97,5,1,,999995,3,999995,999995,,5/23/2016 15:16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,uuid:912eeb8a-20ca-4608-aceb-174691ea2be6,Bendougou,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070227747,999995,basse_guinee,kindia,2,Après kalako a quelque mètre tu est arrivé a bendougou,5,5,1 2 3 4 5,95,999995,,,,,0,forecariah,kaliah,Kalako,Bendougou,995,,,,,,5/23/2016,999995,999995,999995,999995,999995,uuid:efa08ef1-9daf-47e7-84f9-fc521f2d82e5,Bendougou,995
0,1506,1506,8.614808333,-10.34530667,Koundou,0,uuid:8ce0ef6d-d843-4241-8ac1-4025ab550007,570.1,15,,8,30,10,1,20,16,1,20,4,999995,999995,,999995,999995,999995,999995,,5/2/2016 17:13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,999995,Badalla,Guinee_Sondage_Communautaire_V1-4-3,imei:357835070232507,999995,guinee_forestiere,nzerekore,2,Sur la coline,6,6,3 4 5,1 2 5,,,,,999995,0,gueckedou,nongoa,Ouladin,Sangaa,Sangaa,,,,,999995,5/2/2016,999995,999995,999995,999995,999995,uuid:0ebbd465-a0f4-45b5-ae1d-75d1d4d52fdb,Sangaa,Sangaa
0,671,671,8.5005,-10.50677667,Ouende Kenema,127,uuid:ffe05835-4b4c-4051-a4e6-7e35b452a59b,352.5,10,,7,12,10,1,30,1,2,30,3,2,3,,999995,999995,999995,999995,Le riz pour la nourriture,5/4/2016 12:39,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,uuid:9abc91b4-05ed-4e9b-b6e5-15662cf8e861,Dogbodou,Guinee_Sondage_Communautaire_V1-4-4,imei:357835070234107,999995,guinee_forestiere,nzerekore,2,Une forêt,95,16,4 5 97,5,2,Tongui,Méliès,,Fandou,0,gueckedou,ouende_kenema,Dogbodou,Sangadou,Fandou,995,,999995,999995,,5/4/2016,999995,999995,999995,999995,999995,uuid:519cc407-7c04-4440-a43b-7b8fa28d96d5,Fandou,Fandou
0,5171,5170,8.042975,-10.66648,Pendembu,0,uuid:d6f18728-89c2-451c-95bd-4ee5fb795026,195.6,250,,7,5,10,1,8,6,2,2,1 4,999995,999995,,1,999995,999995,999995,"Salt, Maggie, rice, Orion, clothes, shoes, flour, sugar, soda,",2016-06-20 01:50:31,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,999995,Siama,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070227820,,kailahun,upper_bambara,1,"From Siama junction, you the will pass one village the second one is saima at the junction containing palm tree at the center of the junction.",95,13,,5,999995,,,"Death,",,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,,,2,1,0,uuid:74cb0d4c-b965-4146-83b5-d61a4eae42cb,Siama (2),999995
0,5761,5760,8.4381,-10.325405,Koindu,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,399.8,50,,7,35,6,1,60,5,2,90,,3,3,,3,999995,6,3,"Salt,onion and dry goods.",2016-06-15 09:01:53,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,Koindu,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070233943,,kailahun,kissi_teng,2,Sooner you enter the village right in front of you is the house of the village chief.,95,95,,4,999995,,,,Koindu health center,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,A Village,Upper Lela,3,1,0,uuid:ffcd844d-b9df-4ae2-8d46-a092d11bd587,Koindu kono,999995
1,4162,4161,8.0634116667,-10.533164999999999,Vahun Market,0,uuid:d0a49649-c35e-4454-a131-06545010f941,238.5,3,,7,4,10,1,50,5,2,50,1 2 3,2,1,,1,999999,5,1,"Red Oil, Clothes, Yam, Edo, Clean Rice, Plantain, Banana , Coco Nuts and pineapple.",2016-03-24 17:50:54,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,999999,Vahun,Liberia_Community_Survey_v18,imei:357835070231251,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:7181a1ad-9ce4-4afb-85c7-1a6aeeb1b2cf,Heinguema,999995
0,898,898,8.532763333,-10.30591333,Nongoa,0,uuid:0feb3800-a4f3-4711-bf7b-d0b3770c32e6,405.2,20,,8,50,10,1,240,5,2,240,95,999995,999995,,999995,999995,999995,999995,,5/24/2016 13:29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,uuid:65404268-2997-4a92-b39d-87f5e527cedd,Nongoa,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070224082,999995,guinee_forestiere,nzerekore,2,Situé à 3km de Nongoa ,95,14,1 2 3 4 5,2,999995,,,,Nongoa,1,gueckedou,nongoa,Nongoa centre,Solodou,995,995,,,,,5/24/2016,999995,999995,999995,999995,999995,uuid:f4b1a5f5-2557-4531-8fe9-e0d9341929dc,Solodou,995
0,5797,5796,8.45308,-10.3307816667,Koindu,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,441.9,61,,8,60,10,1,60,5,2,60,1 2 3,2,3,,3,999995,5,3,Palm oil and dry goods,2016-06-15 07:22:03,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,,Fodedu,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070233943,,kailahun,kissi_teng,2,Upon entering the village you can see many oranges at the end of the village.,95,95,1 3 4 5 97,4,999995,,,,Koindu health center,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,A Village,Torli,3,1,0,uuid:5baaa51d-646b-40f5-972d-3fd4f02bc0eb,Fodedu,999995
0,2982,2982,9.929271667,-12.65108667,Simbaraya,0,999995,106.0,20,,3,10,6,1,240,1,2,480,95,999995,999995,,999995,999995,999995,999995,,5/6/2016 13:26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,999995,Fonfodi foula,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070228109,999995,basse_guinee,kindia,2,Arrivée a boundali la route qui mène vers fonfodi sosso arrivé là une petite route a droite,95,95,1 2 3 4 5,4,999995,,,,Sinbaraya,0,kindia,madina_oula,Sinbaraya,Fonfodi foula,995,995,,,,,5/6/2016,999995,999995,999995,999995,999995,uuid:b1f412fd-5f61-4960-815d-20fddf4e07ed,Fonfodi foula,995
0,1531,1531,8.618968333,-10.44262833,Lekonbengou,0,999995,404.4,2,,7,10,10,1,60,13,2,6,95,999995,999995,,999995,999995,999995,999995,,5/24/2016 10:51,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,999995,Koundou,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070233075,999995,guinee_forestiere,nzerekore,2,A côté du village ce trouve deux petites rivières.,11,5,,1,999995,,,,C.R.D de Koundou,0,gueckedou,koundou,Foedou kollet centre.,Sassankowa,Senèfou,995,,,,,5/24/2016,999995,999995,999995,999995,999995,uuid:592c7e48-67fe-4add-8ddb-e63fc1142f57,Senèfou,Senèfou
1,6412,6411,9.037105,-12.954775,Bamoi Luma,0,999995,20.4,52,,8,25,2,1,120,6,2,120,1 2,999995,999995,,3,999995,5,3,,2016-07-15 12:04:06,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,uuid:1beed664-06e6-4fc8-95ec-6b3ff8e9b298,Royael,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070439326,,kambia,magbema,2,No,10 11,10 11,1 2 3 4 5,1 2 3 4 5 6,999995,,,,Magbethe,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Village,Old,37,1,0,uuid:40939dc9-3a2e-4768-ab0a-3ff1a899c9eb,Royael,999995
0,5750,5749,8.4325116667,-10.366475,Koindu,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,429.2,22,,2,15,3,1,180,9,2,240,1 2 3,2,1,,1,999995,3,1,,2016-06-06 15:25:30,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,uuid:ddfdbc67-11fe-4134-bd73-e57422f8776c,Dambu,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070214299,,kailahun,kissi_kama,2,Enter opposite a school by you right hand side,9,95,3 4 5,1 2 3 4 5 6,999995,,,,Foidu,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,A village,Lower,3,1,0,uuid:35112114-a680-418b-8ea4-4a11c89f5980,Makor,999995
0,3106,3106,10.00930833,-12.06266833,999995,0,999995,551.6,999995,,98,999995,999995,999995,999995,98,999995,999995,98,999995,999995,,999995,999995,999995,999995,,5/4/2016 16:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999995,999995,Guinee_Sondage_Communautaire_V1-4-4,imei:357835070231038,999995,moyenne_guinee,mamou,2,Non,,,,,999995,,,,,0,mamou,soyah,Farinta,Fotonkhönê,Fotonkhönê,995,,999995,999995,,5/4/2016,999995,999995,999995,999995,999995,uuid:606a82bf-346f-4341-89e3-090ff48ac4a6,Fotonkhönê,Fotonkhönê
0,4809,4808,7.0955,-11.505066666700001,Jendema Market,0,uuid:fbd0f4a5-636b-4eff-bff3-4509f9c28de8,33.5,50,,11,10,10,1,360,6,2,360,1 2 3,2,2,,3,999995,3,3,Garri,2016-06-16 11:57:44,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,uuid:8e68c35c-dd8c-4a15-98d3-02808cfd66cc,Bopon,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070231251,,pujehun,soro_gbema,2,Production land,95,95,1 2 3 4 5 97,5 6,999995,,,,Wai,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Village,New sola,91,1,0,uuid:c4127fbe-31cf-47a7-b45e-40c8ef3b1974,Bopon,999995
1,5829,5828,8.4686816667,-10.3615616667,Koindu,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,425.3,10,,7,10,10,1,90,6,2,150,,2,1,,2,999995,5,3,"Rice, clothes, salt,sugar,shoes, palm oil, etc",2016-06-15 21:30:34,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,uuid:ddfdbc67-11fe-4134-bd73-e57422f8776c,Koindu town,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070214299,,kailahun,kissi_kama,2,There are many palm trees at the village and it is located at the right hand side of the village towards foidu town.,11,95,,4,999995,,,,Foidu town,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,A village,Old mano 1,3,1,0,uuid:e5c1013e-ff08-4911-90e6-63433fd941b9,Mano 1,999995
0,4356,4355,8.307175,-10.0956616667,999995,0,999999,473.1,30,,7,10,6,2,9999,999999,999999,999999,,999999,999999,,999999,999999,999999,999999,,2016-03-22 13:29:23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999999,999995,Liberia_Community_Survey_v18,imei:357835070234420,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:4631713d-acc6-48fd-9d60-a893110ae6cb,Hembehulahun,999995
0,5488,5487,8.29335,-10.5700466667,Kailahun,0,uuid:1ff1a084-affc-4bb6-b004-4a1bf455c0c6,247.7,3,,2,60,10,1,120,1,2,120,1 2 4,999995,999995,,1,999995,8,2,"Maggi,oniors,peper,salt,rice",2016-07-18 15:15:37,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,uuid:1ff1a084-affc-4bb6-b004-4a1bf455c0c6,Kiss Kenema ,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070413735,,kailahun,luawa,2,Off the highway to Modified village after Maagorma section in Kailahun Town ,1 95,95,1 2 3 4 5 97,1 2 3 4 5 6,999995,,,,Kailahun Town ,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,A village ,Old Tangabu,1,1,0,uuid:1b414334-b011-4c2a-a89a-e350b884254f,Tangabu,999995
0,1875,1875,8.953395,-10.43850333,999995,0,999995,426.7,14,,7,15,6,3,120,16,1,2,3,2,1,,999995,999995,999995,999995,,5/13/2016 11:33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,999995,999995,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070227077,999995,guinee_forestiere,nzerekore,2,A près la coline,16,1,,,999995,,,,Yomabuo,0,gueckedou,gueckedou_ctre,Yomadou,Kamah,Kanbedo,995,,,,,5/13/2016,999995,999995,999995,999995,999995,uuid:fb2aa0f7-32c1-431b-a51f-bddd00d2fa22,Kanbedo,Kanbedo
0,2371,2371,9.362373332999999,-10.655445,Banian,0,999995,693.6,25,,3,60,10,3,999995,16,1,30,4,999995,999995,,999995,999995,999995,999995,,5/23/2016 14:21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,999995,Djibendo,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070234305,999995,haute_guinee,faranah,2,,,5,1 2 3 4 5,7,2,Felko,Massadou,,,0,faranah,banian,Banankoro,Djibendo,995,995,,,,,5/23/2016,999995,999995,999995,999995,999995,uuid:23d50835-0d95-41a9-b1ff-bab864e22b55,Djibendo,995
0,1770,1770,8.730931667,-10.329475,Koundou,0,uuid:8ce0ef6d-d843-4241-8ac1-4025ab550007,448.4,20,,3,60,8,3,150,97,1,5,1,999995,999995,,1,999995,999995,999995,,5/4/2016 14:48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,999995,Dandou,Guinee_Sondage_Communautaire_V1-4-4,imei:357835070234305,999995,guinee_forestiere,nzerekore,2,A la rentrée une grosse pierre au milieu de la route,95,95,1 2 3 4 5,1,2,Meli,,,Dandou,0,gueckedou,koundou,Dandou,Gbondou,Koyodou,995,,999995,999995,,5/4/2016,999995,999995,999995,999995,999995,uuid:f10a4579-201e-4b1f-9108-7a4bb3cbaf1b,Koyodou,Koyodou
0,7198,7197,9.99324,-11.34933,Bindi,0,uuid:c828988f-2956-4f4a-b57b-609624e84d49,472.3,40,,1,20,3,2,210,1,2,210,1 3 4,2,2,,1,999995,999995,999995,,2016-06-07 12:29:48,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,uuid:5d1e9323-0f8e-460a-8e02-256cc2653814,Karimbu,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070421076,,koinadugu,sulima,2,No,11,11 16,,1,999995,,,,Ganya,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Village,Neighborhood,48,2,1,uuid:f52ca31b-a0bd-49ba-a6aa-5ec91627530f,Karimbu,999995
0,5862,5861,8.4860566667,-10.7161933333,Fabgamandu (Guinea),0,uuid:2f2e7295-a93d-4c8d-8177-558024269338,372.9,999995,,11,40,6,1,250,5,2,250,2 3,2,2,,999995,999995,4,2,"Maggi, bonga, salt, onion and used clothing etc.",2016-06-11 13:31:11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,uuid:9a89d7d4-8a70-4909-bb8f-f51bb833393c,Konoma,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070215692,,kono,soa,2,A village after Tasoma,6,95,97,3,1,Dugbema,Dugbema,,Sukudu Town,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Rural,,26,2,0,uuid:c8fc3fae-b8d9-469e-a9bc-360a98c143df,Koakonekor,999995
0,1984,1984,9.099368333,-13.258235,999995,0,999995,27.5,25,,8,90,6,1,90,6,2,9999,,999995,999995,,999995,999995,999995,999995,,5/12/2016 17:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999995,999995,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070235849,999995,basse_guinee,kindia,2,,6,,,,999995,,,,90,0,forecariah,benty,Makaree,Makaree 1,995,995,,,,,5/12/2016,999995,999995,999995,999995,999995,uuid:98a271c2-4dea-496b-9db4-b9c78564a22f,Makaree 1,995
0,532,532,8.455551667,-10.56991833,Fagamadou,0,uuid:8d2bc8d7-573e-4f0b-9483-9a0a251f6162,328.6,20,,11,55,10,3,6,14,1,6,4,999995,999995,,999995,999995,999995,999995,,5/10/2016 10:36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,999995,Fagamadou,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070224587,999995,guinee_forestiere,nzerekore,2,Su la. Route,5,5,,3,999995,,,,,0,gueckedou,fangamadou,Tongolo,Fade konkongo,995,995,,,,,5/10/2016,999995,999995,999995,999995,999995,uuid:9b01a111-2dee-430a-accc-d8c2b608d6fa,Fade konkongo,995
0,5688,5687,8.397785,-10.2941033333,Koindu,0,uuid:65ec4807-a026-471a-a766-71a0c0b3e84a,411.3,25,,7,30,10,1,30,5,2,60,1 3,15,3,,3,999995,999995,999995,Palm oil and dry goods,2016-06-20 10:01:21,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,,Sandia,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070233943,,kailahun,kissi_tongi,2,There is a pomp right at the intersection or Four road with a sign board at the point.,95,95,,4,1,Bonbodu crossing point,Nyadesu Liberia,,Sandia health center,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Old kpama,Upper Bendebengu,4,1,0,uuid:2003492c-6803-4fda-8508-6f7f9b9a3cd5,Kpama,999995
0,3270,3270,10.06769833,-11.630915,Bantamaya,0,uuid:9aa3b672-b659-4448-8be1-ecf26e91de79,515.4,2,,8,5,6,1,999995,6,999995,999995,95,999995,999995,,999995,999995,999995,999995,,5/26/2016 6:52,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,999995,Alfaya,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070232333,999995,moyenne_guinee,mamou,2,"Arrivée à Alphaya,demandez la route de Kouyan",,,1 2 3 4 5,3,999995,,,,,0,mamou,oure_kaba,Alphayah,Tekewoun,Kouyan,Kouyan 2,,,,,5/25/2016,999995,999995,999995,999995,999995,uuid:cbcae947-9d54-4f9f-93b2-8c1e7b77b15c,Kouyan,Kouyan
0,3774,3773,7.2825233333,-9.1826566667,999995,0,999999,285.3,9999,,999999,999999,999999,999999,999999,999999,999999,999999,,999999,999999,,999999,999999,999999,999999,,2016-03-24 21:08:08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999999,999995,Liberia_Community_Survey_v18,imei:357835070235120,,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,uuid:b1c777ea-93ef-4331-bda2-0d27ba4f03a0,Gbaota,999995
0,5239,5238,8.1384716667,-10.6998216667,Pendembu,0,uuid:d6f18728-89c2-451c-95bd-4ee5fb795026,216.6,90,,2,2,10,1,60,5,2,60,1 3 97,1,2,,1,2,999995,999995,"Rice,maggie, onions salt",2016-07-16 11:31:57,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,999995,Blama,Sierra_Leone_Community_Survey_V_0_7_0,imei:357835070227820,,kailahun,upper_bambara,2,From pendembu to Kailahun at the end of the town there is a junction please enter on you left hand side the first town you will enter is call Blame . Before entering the  town their School is located on you right hand side.,11,13,1 2 3 4 5 97,1 2 3 4 5 6,999995,,,,Pendembu ,0,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,999995,Town,New Blama Town,2,1,0,uuid:2cbaf578-45f1-4340-8860-5f159d6e2c4e,Blama,999995
0,2164,2164,9.23846,-13.012145,Farmoreah,0,uuid:c26542f7-032a-4bbf-a1ca-9492b20b5822,61.5,15,,3,10,6,1,485,5,2,9995,,999,2,,2,999995,999,2,"Les tubercules, huile rouge,...",5/6/2016 15:44,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,uuid:c26542f7-032a-4bbf-a1ca-9492b20b5822,Forodou,Guinee_Sondage_Communautaire_V1-4-7,imei:357835070212970,999995,basse_guinee,kindia,2,Situé sur la route FARMORIAH - Sierra Léonne,95,95,1 2 3 4 5 97,95,999995,,,,FARMORIAH centre,0,forecariah,farmoriah,Forodou,Forodou centre,Forodou Terrain,Forodou centre,,,,,5/6/2016,999995,999995,999995,999995,999995,uuid:b4f2d1cd-66bd-4a01-a496-c20aee9f3015,Forodou Terrain,Forodou Terrain
1,732,732,8.510589999999999,-10.33773667,Nongoa,0,uuid:0feb3800-a4f3-4711-bf7b-d0b3770c32e6,473.8,20,,3,10,3,5,60,15,1,5,3,2,1,,999995,999995,999995,999995,,5/2/2016 18:06,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,Yomadou,Guinee_Sondage_Communautaire_V1-4-3,imei:357835070230121,999995,guinee_forestiere,nzerekore,2,Derrière le pont de nongoa,5,5 14 15,,2,2,Debacadeur de nongoa,Yéka,,999995,1,gueckedou,nongoa,Kolian,Yomadou,Yomadou centre,Diompilo et mariando,,,,999995,5/2/2016,999995,999995,999995,999995,999995,uuid:2c87bf0b-e571-4af2-8b47-56a07df9ef3c,Yomadou centre,Yomadou centre
1,2340,2340,9.344516667,-13.13261333,Tana,20,uuid:4f7e9140-d88e-4a75-bb1c-4afc9128074c,23.1,28,,8,45,6,1,10,13,1,10,1 2 3,999,1,,1,999995,999,1,,5/3/2016 15:34,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,uuid:69afdd47-d773-4dd1-b119-897916d47def,Tana marche,Guinee_Sondage_Communautaire_V1-4-3,imei:357835070235849,999995,basse_guinee,kindia,2,En rentrant a tana le chemin a gauche dans le terrain,6,6 13,,4,1,On traverse dans la pirogue,Djelibo,,999995,0,forecariah,kaliah,Tana centre,Tana marche,995,Gorr 2,,,,999995,5/3/2016,999995,999995,999995,999995,999995,uuid:4f7e9140-d88e-4a75-bb1c-4afc9128074c,Tana marche,995
